ID	Label	Text
350	Scarcity	"🚨 Now Buy 1 Get 1 FREE 🇺🇸 The Trumpinator Teddy Bear - He's Back! ✅ We Restocked This Limited Edition Bear,🚨 Now Buy 1 Get 1 FREE 🇺🇸 The Trumpinator Teddy Bear - He's Back! ✅ We Restocked This Limited Edition Bear"
324	Guilt-tripping	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
111	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
233	Guilt-tripping	Rep this sticker to show how being pro-life means loving both babies & mothers equally. Size Options: 3 x 2.29 inches All profits from this product are donated to support our fight for the preborn.
122	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
78	Guilt-tripping	"Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!,Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!,Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!,Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!"
41	Guilt-tripping	"Take a stand for life with this 16oz ""Protect The Innocent"" Glass Water Bottle. - Protective silicon on glass bottle, soft and grippy - Never looks scratched or dented and sets down silently - Never imparts weird, metallic taste or last-drink’s flavor - 100% dishwasher safe (caps only on the top rack) - Glass is the cleanest, greenest material - Non-toxic, no leaching (BPA-free, phthalate-free) - Doesn’t tip over easily - Small mouth for easy, no spill sipping - Leak-proof ergonomic cap - TSA-friendly (take it through security empty) - Forever reusable and 100% recyclable"
441	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
398	Guilt-tripping	More government rules mean more red tape for families. SNAP restrictions add bureaucracy without solving real issues.
161	Guilt-tripping	The paid protestors are out... but where are we?  If you support the hard work Elon is doing with Trump to save our country - then it's time to stand up! 🇺🇸 Shop now and show your support
39	Exaggerated Claims	"Carry your essentials and your message with this cute, full-sized tote bag."
239	Exaggerated Claims	"This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up,This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up,This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up,This bear is a loving reminder of the beauty of valuing the lives of both mother and baby. Its soft and cuddly design makes it an ideal Valentine's Day surprise, one that will warm hearts and create lasting memories.  Size: 6 inches – the perfect size for cuddles or display on a shelf  Material: Cotton, Polyester  Recommended for children 3 and up"
444	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
464	Guilt-tripping	More government rules mean more red tape for families. SNAP restrictions add bureaucracy without solving real issues.
210	Exaggerated Claims	Life is a Gift 💝 Visit our shop and grab a beautiful new crewneck before they're gone!  https://shop.liveaction.org/collections/adult-clothing/products/life-is-a-gift-crewneck 📷: @sarah_ashley_hunt on Instagram
134	Scarcity	"This 4/20, show up for civil liberties in style. Enjoy 20% off our newest collection using code DOPE🌿🌳"
183	Exaggerated Claims	"Warning: This can sleeve may cause eye-rolls, unfollows, and awkward family dinners. Totally worth it.,Warning: This can sleeve may cause eye-rolls, unfollows, and awkward family dinners. Totally worth it.,Warning: This can sleeve may cause eye-rolls, unfollows, and awkward family dinners. Totally worth it.,Warning: This can sleeve may cause eye-rolls, unfollows, and awkward family dinners. Totally worth it."
292	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
89	Guilt-tripping	"Veteran Owned, American Made 🇺🇸 Shop our Made in America collection and help us all move this country forward! Shop now 🇺🇸"
171	Guilt-tripping	"🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today,🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today,🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today"
378	Guilt-tripping	"Repeated Medicare payment cuts jeopardize physicians’ ability to accept new patients, adequately pay staff, buy new equipment, and invest in their practices and communities. Learn more."
198	Guilt-tripping	"Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!,Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!"
344	Exaggerated Claims	"🚨 TRUMP RELEASES NEW BOOK ""SAVE AMERICA"" 🚨 In ""SAVE AMERICA”, President Donald J. Trump offers an unparalleled look into his four years as the 45th President of the United States, and a vision for his next term! “SAVE AMERICA” is filled with iconic moments from the first Trump Administration. 🌐 From Historic Summits with World Leaders to candid scenes from the White House, every photo has been selected by President Trump, alongside his words, which provide insight into what will shape his next four years in office. ✍️ Lavishly illustrated and beautifully designed, ""SAVE AMERICA"" showcases President Trump’s major themes and accomplishments, including record-breaking trade negotiations, tax cuts, international diplomacy, and Border security. This blend of powerful imagery and commentary paints a clear picture of President Trump's future vision for our Country. 📖 ""SAVE AMERICA"" is the only book which highlights the past, and offers a roadmap for the future directly from President Donald J. Trump!"
50	Exaggerated Claims	"To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers.,To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers.,To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers.,To be pro-life, you must be pro-woman. To be pro-woman, you must be pro-life. To end abortion & protect women you must love both the babies & the mothers."
167	Exaggerated Claims	"Tariffs, Trade Deals & the Government's Magic Trick  Ah yes, tariffs — the favorite political party trick. First, a big show about negotiating ""the greatest deals ever made"" with Canada and Mexico. Fast forward a few years, and suddenly those deals are “bad for America” and we need new tariffs to fix the economy again. We get it — bringing manufacturing back sounds patriotic. But here's the problem: businesses aren’t rushing home. Why would they? Moving operations costs more than just raising prices. So, like always, the American consumer gets stuck with the bill. Meanwhile, politicians get their talking points, and corporations stay exactly where they are. Here at DIA, we aren’t jacking up the prices. We’re handing you a $5 “Tariff Rebate” just for sticking with us. It’s automatically applied at checkout. Because if the government’s going to keep playing shell games with your wallet, someone’s got to have your back. Find something great to wear this spring at www.diaeveryday.com 1738168166770777,273421782769015,Lubbock Roosevelt ISD"""
483	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
336	Scarcity	🚨 Now Buy 1 Get 1 FREE 🇺🇸 The Trumpinator Teddy Bear - He's Back! ✅ We Restocked This Limited Edition Bear
474	Guilt-tripping	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
123	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
98	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
426	Guilt-tripping	More government rules mean more red tape for families. SNAP restrictions add bureaucracy without solving real issues.
91	Exaggerated Claims	The Fight for American Liberty now more than ever means Made in America 🇺🇸 Shop our Made in America collection and help us all move this country forward! Shop now 🇺🇸
69	Guilt-tripping	"Our preborn children deserve the protection of their human right to life. Show your support for the movement to outlaw abortion by proudly displaying our Save the Babies Eagle sticker!  This beautiful design was created by Mike Wilson, the winner of our pro-life t-shirt design competition.,Our preborn children deserve the protection of their human right to life. Show your support for the movement to outlaw abortion by proudly displaying our Save the Babies Eagle sticker!  This beautiful design was created by Mike Wilson, the winner of our pro-life t-shirt design competition.,Our preborn children deserve the protection of their human right to life. Show your support for the movement to outlaw abortion by proudly displaying our Save the Babies Eagle sticker!  This beautiful design was created by Mike Wilson, the winner of our pro-life t-shirt design competition."
484	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America, and all Americans deserve the freedom to choose their groceries."
486	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
430	Guilt-tripping	"Veterans fought for our country. But now, the government is trying to tell them what they can and cannot buy at the grocery store."
158	Exaggerated Claims	"Better coverage than Verizon! 🤣 Use code SHIELD25 for 25% OFF! Click below to shop ⤵️,Better coverage than Verizon! 🤣 Use code SHIELD25 for 25% OFF! Click below to shop ⤵️"
285	Guilt-tripping	"Your one-stop shop for ways to get involved with @studentsforlife on campus, in your community, and online!  No Woman Stands Alone in a Post-Roe America. Click LEARN MORE if you agree!  Standing With You is here to help you find the answers you need to become a successful parent. Our work is to connect with women and let them know they are loved, supported, and can get the care they need.   There are people out there who can’t wait to support you during and after your pregnancy. Get resources and read stories to see how Standing With You can help make your goals possible!  Click LEARN MORE now and help support and stand with women in need!"
100	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
374	Exaggerated Claims	"Corruption right or in the open: Just 15 minutes before imposing a 90-day pause on his tariffs, Donald Trump seemed to post a stock tip. Subscribe to COURIER's newsletter for all the news you need to survive — and fight back against — the Trump  admin 🇺🇸"
5	Guilt-tripping	"CONNECTICUT RESIDENTS: Stand up for puppies! Your state representative will soon vote on a crucial, commonsense bill that will ensure local elected officials have the authority to protect animals and consumers from the horrors of the puppy mill-to-pet shop pipeline.  Urge your representative to vote ""yes"" on HB 6832 and let localities crack down on problem puppy mill retailers."
128	Time Pressure	"This 4/20, show up for civil liberties in style. Enjoy 20% off our newest collection using code DOPE🌿🌳"
174	Guilt-tripping	"🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today,🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today,🎯 Take Back America—One Election, One Patriot at a Time! TPAction is on a mission to win local elections, stop radical policies, and restore America First leadership—and we need YOUR support. When you wear TPAction gear, you’re not just showing your pride, you’re funding the fight to take back your country and defend our values. For a limited time, take 10% off sitewide and be part of the movement that refuses to back down. Together, we rally. Together, we win. 🇺🇸 Shop now, save 10%, and support TPAction today"
131	Scarcity	Shop our discounted Flame Fleece as part of the 4/20 sale using promocode DOPE 🌿🌳
298	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
436	Guilt-tripping	New proposals could limit what families can buy with SNAP. But restrictions won’t solve real health challenges.
27	Guilt-tripping	"The perfect stocking stuffer for the pro-life advocate in your life! Browse our selection of exclusive accessories and find the perfect gift while feeling good knowing that 100% of the proceeds goes towards the ongoing fight for life!,The perfect stocking stuffer for the pro-life advocate in your life! Browse our selection of exclusive accessories and find the perfect gift while feeling good knowing that 100% of the proceeds goes towards the ongoing fight for life!,The perfect stocking stuffer for the pro-life advocate in your life! Browse our selection of exclusive accessories and find the perfect gift while feeling good knowing that 100% of the proceeds goes towards the ongoing fight for life!,Being pro-life means proudly supporting and loving both mother and child!  Show the world you're boldly pro-life with this unique, heart-shaped pin perfect for a denim or suit jacket, your bags or backpacks, etc!"
70	Guilt-tripping	"Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!,Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!,Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!,Do you want to save the babies? Rep the pro life movement with our exclusive Save the Babies tee! Start conversations, advocate, and feel good knowing 100% of your purchase goes towards our work to fight for the rights of the pre-born!"
376	Guilt-tripping	"Repeated Medicare payment cuts jeopardize physicians’ ability to accept new patients, adequately pay staff, buy new equipment, and invest in their practices and communities. Learn more."
147	Scarcity	Come discuss community news over a cup of coffee at Eos Café and receive an update on the work we're doing for you in the Michigan Senate. Let us know if you're interested!
57	Exaggerated Claims	"Start your day the right way, by caffeinating to fuel your fight for life! This mug is the perfect companion to Lila Rose's book, Fighting For Life, a guidebook for becoming a force for good in a broken world."
401	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
446	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America, and all Americans deserve the freedom to choose their groceries."
165	Guilt-tripping	The paid protestors are out... but where are we?  If you support the hard work Elon is doing with Trump to save our country - then it's time to stand up! 🇺🇸 Shop now and show your support
495	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America, and all Americans deserve the freedom to choose their groceries."
188	Guilt-tripping	"Cold-smoked and full of fire—Dissent Gin is for the ones who refuse to back down. Women-owned. LGBTQ-led. Crowdfunded. And every bottle supports the fight for reproductive rights.,Cold-smoked and full of fire—Dissent Gin is for the ones who refuse to back down. Women-owned. LGBTQ-led. Crowdfunded. And every bottle supports the fight for reproductive rights.,Cold-smoked and full of fire—Dissent Gin is for the ones who refuse to back down. Women-owned. LGBTQ-led. Crowdfunded. And every bottle supports the fight for reproductive rights.,Cold-smoked and full of fire—Dissent Gin is for the ones who refuse to back down. Women-owned. LGBTQ-led. Crowdfunded. And every bottle supports the fight for reproductive rights."
274	Guilt-tripping	"Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism, Lila Rose, the founder of Live Action and the face of the millennial pro-life movement, presents a guidebook for becoming a force for good in a broken world.,Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism, Lila Rose, the founder of Live Action and the face of the millennial pro-life movement, presents a guidebook for becoming a force for good in a broken world.,Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism, Lila Rose, the founder of Live Action and the face of the millennial pro-life movement, presents a guidebook for becoming a force for good in a broken world.,Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism, Lila Rose, the founder of Live Action and the face of the millennial pro-life movement, presents a guidebook for becoming a force for good in a broken world."
104	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA, we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution, calling out censorship, or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom, stitched and sealed. 🧢 Hats, tees, hoodies, and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."
251	Guilt-tripping	"Get comfortable spreading the truth about abortion with a Smile and Protect Life tee!,Get comfortable spreading the truth about abortion with a Smile and Protect Life tee!,Get comfortable spreading the truth about abortion with a Smile and Protect Life tee!,Get comfortable spreading the truth about abortion with a Smile and Protect Life tee!"
305	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
154	Guilt-tripping	"Take a stand for life by wearing this Protect The Innocent Pro-Life Tee.  * Content + Care * Comfort Colors styles are garment dyed for that lived in feel and almost no shrinkage at home * Soft ring spun cotton fabric with 100% cotton threads * Machine washable * Unisex, runs large for women * True To Size * Relaxed fit, seamless body"
488	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
29	Guilt-tripping	"We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition.,We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition.,We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition.,We can't advocate for human rights and ignore the millions of tiny humans who are being killed in the womb daily. This beautiful design was created by Elizabeth Jirak, the winner of our pro-life t-shirt design competition."
487	Guilt-tripping	New proposals could limit what families can buy with SNAP. But restrictions won’t solve real health challenges.
327	Exaggerated Claims	"In an era of billionaires trying to buy influence and sell you out, it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing, traveling the country, holding Republicans accountable for what they’re doing right now, and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"
422	Guilt-tripping	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
396	Scarcity	"The ONLY garbage truck with Trump’s speech and figurine. Lights, sounds, and presidential flair—just $39.95 + FREE shipping. Grab yours now!"
