ID	Label	Text
122	Scarcity	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
388	Time Pressure	"BIG news! 📮 We’re getting ready to print and ship THOUSANDS of postcards to our volunteer teams as we gear up to connect with voters ahead of the Virginia elections this November. Every year	 Sister District volunteers send beautifully handwritten postcards to voters in key districts nationwide. These notes introduce our candidates to new voters in their districts	 reach Democrats who vote infrequently	 and remind people to vote when it matters most. We rely on grassroots supporters to fund actions like these	 so we could really use your support today. One donation of $7 can buy 100 postcards. Can you chip in a few bucks today to support Sister District’s volunteer teams in their GOTV efforts?"""
62	Scarcity	Meant To Bee Baby Onesie
353	Time Pressure	"In a moment	 I’m gonna ask you to make a donation to my campaign for U.S. Senate against Republican Joni Ernst here in Iowa. But before I do	 please let me explain why your donation today is so important if we’re going to turn Iowa blue and take back the Senate for Democrats. When I think about what’s going on in Washington right now	 it makes me sick. We live in the richest country in the world	 but families like mine struggle every day just to get by. And what are our so-called “representatives” doing about it? These mega-corporations jack up their prices	 pay their workers like shit	 and then turn around and buy politicians like my Republican opponent so they can keep getting away with it. Wouldn’t it be nice if finally – just for once – there were somebody in the Senate actually fighting for us	 instead of just yet another corporate Democrat or spineless Republican? In Joni Ernst’s last election	 she barely won with less than 52% of the vote. Now	 I’m the Democrat running against her in 2026 – and with your donation today	 we are going to turn Iowa blue and take back the Senate for Democrats. We can flip this Senate seat blue	 but we’ve set a goal to raise another $20	000 before midnight tonight to fight back against the billionaires and their Super PACs – and right now	 we’re still extremely short with time running out. I sure as hell ain’t taking money from corporate PACs	 but that means I’ve got nowhere else to turn: Please	 will you make a monthly donation to my campaign right now – every dollar you can afford – to help me defeat Republican Joni Erst	 turn Iowa blue	 and take back our Democratic Senate majority? Life should not be this hard in the richest country in the world. Together	 we can take on greedy corporations – and the politicians they own – and we can win. Thank you	 Nathan Sage"""
304	Time Pressure	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
294	Scarcity	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
39	Guilt-tripping	"Carry your essentials and your message with this cute	 full-sized tote bag."""
444	Time Pressure	"Veterans fought for our country. But now	 the government is trying to tell them what they can and cannot buy at the grocery store."""
329	Guilt-tripping	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
45	Guilt-tripping	"In the early 1970s	 Dr. Russell Sacco wanted to show the humanity of preborn children. These """"Precious Feet"""" quickly became an international pro-life symbol."""
434	Scarcity	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
349	Guilt-tripping	"Now Buy 1 Get 1 FREE 🇺🇸 The Trumpinator Teddy Bear - He's Back! ✅ We Restocked This Limited Edition Bear	🚨 Now Buy 1 Get 1 FREE 🇺🇸 The Trumpinator Teddy Bear - He's Back! ✅ We Restocked This Limited Edition Bear"""
378	Guilt-tripping	"Repeated Medicare payment cuts jeopardize physicians’ ability to accept new patients	 adequately pay staff	 buy new equipment	 and invest in their practices and communities. Learn more."""
198	Exaggerated Claims	"Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!	Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!	Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!	Wear the truth: we're all just clumps of cells! 100% of your purchase goes towards Live Action's continued work to show the dignity of the pre-born and educate people on the most basic human rights issue: the right to life!"""
344	Scarcity	"TRUMP RELEASES NEW BOOK """"SAVE AMERICA"""" 🚨 In """"SAVE AMERICA”	 President Donald J. Trump offers an unparalleled look into his four years as the 45th President of the United States	 and a vision for his next term! “SAVE AMERICA” is filled with iconic moments from the first Trump Administration. 🌐 From Historic Summits with World Leaders to candid scenes from the White House	 every photo has been selected by President Trump	 alongside his words	 which provide insight into what will shape his next four years in office. ✍️ Lavishly illustrated and beautifully designed	 """"SAVE AMERICA"""" showcases President Trump’s major themes and accomplishments	 including record-breaking trade negotiations	 tax cuts	 international diplomacy	 and Border security. This blend of powerful imagery and commentary paints a clear picture of President Trump's future vision for our Country. 📖 """"SAVE AMERICA"""" is the only book which highlights the past	 and offers a roadmap for the future directly from President Donald J. Trump!"""
278	Guilt-tripping	"Sage colorway restocked	Every sale supports wages	 healthcare	 and more	Wear your values on your chest."""
483	Guilt-tripping	"Veterans fought for our country. But now	 the government is trying to tell them what they can and cannot buy at the grocery store."""
474	Time Pressure	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
385	Exaggerated Claims	"BIG news! 📮 We’re getting ready to print and ship THOUSANDS of postcards to our volunteer teams as we gear up to connect with voters ahead of the Virginia elections this November. Every year	 Sister District volunteers send beautifully handwritten postcards to voters in key districts nationwide. These notes introduce our candidates to new voters in their districts	 reach Democrats who vote infrequently	 and remind people to vote when it matters most. We rely on grassroots supporters to fund actions like these	 so we could really use your support today. One donation of $7 can buy 100 postcards. Can you chip in a few bucks today to support Sister District’s volunteer teams in their GOTV efforts?"""
98	Guilt-tripping	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
460	Guilt-tripping	Proposals to restrict SNAP are nothing more than a sound bite. Restrictions won’t solve the real health challenges Americans face.
418	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America	 and all Americans deserve the freedom to choose their groceries."""
227	Scarcity	"Take a stand for life with this 16oz """"Protect The Innocent"""" Glass Water Bottle. - Protective silicon on glass bottle	 soft and grippy - Never looks scratched or dented and sets down silently - Never imparts weird	 metallic taste or last-drink’s flavor - 100% dishwasher safe (caps only on the top rack) - Glass is the cleanest	 greenest material - Non-toxic	 no leaching (BPA-free	 phthalate-free) - Doesn’t tip over easily - Small mouth for easy	 no spill sipping - Leak-proof ergonomic cap - TSA-friendly (take it through security empty) - Forever reusable and 100% recyclable"""
135	Time Pressure	"This 4/20	 show up for civil liberties in style. Enjoy 20% off our newest collection using code DOPE🌿🌳"""
297	Guilt-tripping	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
69	Guilt-tripping	"Our preborn children deserve the protection of their human right to life. Show your support for the movement to outlaw abortion by proudly displaying our Save the Babies Eagle sticker!  This beautiful design was created by Mike Wilson	 the winner of our pro-life t-shirt design competition.	Our preborn children deserve the protection of their human right to life. Show your support for the movement to outlaw abortion by proudly displaying our Save the Babies Eagle sticker!  This beautiful design was created by Mike Wilson	 the winner of our pro-life t-shirt design competition.	Our preborn children deserve the protection of their human right to life. Show your support for the movement to outlaw abortion by proudly displaying our Save the Babies Eagle sticker!  This beautiful design was created by Mike Wilson	 the winner of our pro-life t-shirt design competition."""
103	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
399	Guilt-tripping	New proposals could limit what families can buy with SNAP. But restrictions won’t solve real health challenges.
138	Scarcity	Shop our discounted Flame Fleece as part of the 4/20 sale using promocode DOPE 🌿🌳
121	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
489	Guilt-tripping	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
326	Time Pressure	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
386	Guilt-tripping	"BIG news! 📮 We’re getting ready to print and ship THOUSANDS of postcards to our volunteer teams as we gear up to connect with voters ahead of the Virginia elections this November. Every year	 Sister District volunteers send beautifully handwritten postcards to voters in key districts nationwide. These notes introduce our candidates to new voters in their districts	 reach Democrats who vote infrequently	 and remind people to vote when it matters most. We rely on grassroots supporters to fund actions like these	 so we could really use your support today. One donation of $7 can buy 100 postcards. Can you chip in a few bucks today to support Sister District’s volunteer teams in their GOTV efforts?"""
101	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
3	Scarcity	"Brand new	 unopened LG soundbar w/ Dolby Atmos + Subwoofer - LG SG10T - $500.00  Brand new	 unopened LG SG10T soundbar in original box.   Cash only	 pickup in White Plains. If you see the posting	 it's available.  Sells on LG	 Amazon	 etc for $600.   https://www.lg.com/us/soundbars/lg-sg10ty-soundbar  Key features     Best OLED matching. Perfectly Matches the LG OLED evo G Series TV     WOW Orchestra enhances the soundstage when used with an LG TV     Immersive sound from Dolby Atmos     Control your soundbar and LG TV with one remote³     Add rear surround sound with optional SPT8-S speaker kit     8 speakers power 3D Spatial Sound that fills the room Facebook Marketplace"""
298	Guilt-tripping	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
93	Exaggerated Claims	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
338	Scarcity	BOGO ALERT: Trumpinator Teddy Deal 🇺🇸 He’s Back and Better Than Ever ✅ Limited Edition – While Supplies Last!
401	Guilt-tripping	Americans who need help buying groceries deserve the freedom to choose foods that best meet their families’ needs.
446	Guilt-tripping	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America	 and all Americans deserve the freedom to choose their groceries."""
272	Time Pressure	"This Lent season	 rediscover tradition with Dolores Tuna. Create flavorful	 healthy recipes for your family. Buy now! 🍴🐟"""
363	Guilt-tripping	"Who knew ahead of time and how much money did they make?” asked Sen. Chris Murphy	 after Trump posted “THIS IS A GREAT TIME TO BUY!!!” on Truth Social and then announced what he described as a “90 day PAUSE” hours later."""
165	Guilt-tripping	The paid protestors are out... but where are we?  If you support the hard work Elon is doing with Trump to save our country - then it's time to stand up! 🇺🇸 Shop now and show your support
495	Exaggerated Claims	"Proposals to restrict SNAP treat veterans and families like second-class citizens. This is America	 and all Americans deserve the freedom to choose their groceries."""
274	Exaggerated Claims	"Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism	 Lila Rose	 the founder of Live Action and the face of the millennial pro-life movement	 presents a guidebook for becoming a force for good in a broken world.	Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism	 Lila Rose	 the founder of Live Action and the face of the millennial pro-life movement	 presents a guidebook for becoming a force for good in a broken world.	Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism	 Lila Rose	 the founder of Live Action and the face of the millennial pro-life movement	 presents a guidebook for becoming a force for good in a broken world.	Do you see the world's pain and injustice and wish you could do something about it? Do you want to make a difference but don't know where to begin?  This book will show you how to:  * Understand your own talents and wounds so you can build a solid foundation as you fight for change.  * Overcome insecurities and imposter syndrome and become a leader through practice.  * Find inner courage and confidence in the face of obstacles and criticism.  With stories from both her personal life and public activism	 Lila Rose	 the founder of Live Action and the face of the millennial pro-life movement	 presents a guidebook for becoming a force for good in a broken world."""
104	Scarcity	"Freedom Isn’t a Trend—It’s a Lifestyle 🇺🇸 You don’t just wear clothes. You wear your values. At TPUSA	 we’ve built gear that speaks louder than words. Whether you’re standing up for the Constitution	 calling out censorship	 or defending the American Dream—you deserve merch that has your back. 🔥 Premium. Durable. Unapologetically Patriotic. This isn’t fast fashion. This is freedom	 stitched and sealed. 🧢 Hats	 tees	 hoodies	 and more—designed for those who never back down. Shop now and join the movement of bold patriots who wear what they believe. 👉 Stand tall. Speak truth. Look good doing it."""
179	Guilt-tripping	"Show your support for the Jewish state with our """"I STAND WITH ISRAEL"""" mug!"""
273	Guilt-tripping	Start your day with a cup of life! Live Action's exclusive mug gives you a reminder that every day is a good day to protect life!
141	Time Pressure	"This 4/20	 show up for civil liberties in style. Enjoy 20% off our newest collection using code DOPE🌿🌳"""
335	Time Pressure	"Invest in Connecticut's future and take advantage of the opportunity to purchase General Obligation Bonds on Tuesday	 April 22	 2025. During this retail order period	 General Obligation Bonds are offered to individual investors. The Bonds must be purchased through your broker. For more information	 visit buyCTbonds.gov. To purchase Bonds	 contact your broker. This ad is not an offer to sell nor a solicitation of an offer to buy bonds. Bonds may only be purchased through a broker. The Bonds will only be sold by means of an Official Statement.	Invest in Connecticut's future and take advantage of the opportunity to purchase General Obligation Bonds on Tuesday	 April 22	 2025. During this retail order period	 General Obligation Bonds are offered to individual investors. The Bonds must be purchased through your broker. For more information	 visit buyCTbonds.gov. To purchase Bonds	 contact your broker. This ad is not an offer to sell nor a solicitation of an offer to buy bonds. Bonds may only be purchased through a broker. The Bonds will only be sold by means of an Official Statement.	Invest in Connecticut's future and take advantage of the opportunity to purchase General Obligation Bonds on Tuesday	 April 22	 2025. During this retail order period	 General Obligation Bonds are offered to individual investors. The Bonds must be purchased through your broker. For more information	 visit buyCTbonds.gov. To purchase Bonds	 contact your broker. This ad is not an offer to sell nor a solicitation of an offer to buy bonds. Bonds may only be purchased through a broker. The Bonds will only be sold by means of an Official Statement.	Invest in Connecticut's future and take advantage of the opportunity to purchase General Obligation Bonds on Tuesday	 April 22	 2025. During this retail order period	 General Obligation Bonds are offered to individual investors. The Bonds must be purchased through your broker. For more information	 visit buyCTbonds.gov. To purchase Bonds	 contact your broker. This ad is not an offer to sell nor a solicitation of an offer to buy bonds. Bonds may only be purchased through a broker. The Bonds will only be sold by means of an Official Statement."""
181	Scarcity	"Have you visited the Jack4NJ store yet? Check out our bumper stickers	 t-shirts	 hats	 bags and MORE! Shop here ➡️ https://secure.winred.com/ciattarelli-for-governor/storefront/"""
373	Scarcity	"Please join us for our annual Lincoln Day Dinner - A Return to the Golden Age	 on Saturday	 May 3	 2025	 featuring Senator Ashley Moody	 Congresswoman Laurel Lee	 Attorney and Author	 Peter Ticktin	 and Master of Ceremonies Blaise Ingoglia.   To purchase tickets for this evening of patriotism and fellowship. please visit:  www.hillsborough.gop If you're interested in sponsoring a table for 8	 reach out to our team to learn about sponsorship benefits."""
327	Time Pressure	"In an era of billionaires trying to buy influence and sell you out	 it’s refreshing to be able to say this: My average donation this month is just $24. That’s $24 from folks who believe in a movement powered by the people. Folks who believe in the work I’m doing	 traveling the country	 holding Republicans accountable for what they’re doing right now	 and giving the megaphone back to the people through my town hall tour. But I can’t do it alone. Your support helps amplify our voice and accelerate our work. Will you chip in $24 right now?"""
65	Guilt-tripping	Pro-Life Daisy Tote Bag
422	Guilt-tripping	Polls show most voters support keeping choice in SNAP. So why are lawmakers pushing new restrictions?
153	Guilt-tripping	Smiley Pro-Life Embroidered Crewneck
395	Exaggerated Claims	"The ONLY garbage truck with Trump’s speech and figurine. Lights	 sounds	 and presidential flair—just $39.95 + FREE shipping. Grab yours now!"""
